image_id,captions
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/554526471_a31f8b74ef.jpg,A man is standing on the beach by a beach while a cyclist is standing next to the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/500678178_26ce0f4417.jpg,A child lies in the hay with only a head and arm showing .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2319808437_bbbdc317c0.jpg,"Someone and a dog walk through a pond , looking at the camera ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1075716537_62105738b4.jpg,A fallen dirt biker is aided by another little boy .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1056873310_49c665eb22.jpg,A dog is running on a dirt path with trees in the background .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3603116579_4a28a932e2.jpg,A person playing cricket during a game .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2878705136_609dfbf318.jpg,A woman in a tan shirt and tan shorts sits at a table on a ledge .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3056530884_27766059bc.jpg,A child looking back on a swing set .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2868776402_aef437e493.jpg,A girl in bike is attempting to jump a bike over the street next to a group of people .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/316577571_27a0e0253e.jpg,Dog and bird in mouth running on sand
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2749124446_d4432787b5.jpg,A dog is running on a dirt track .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2190227737_6e0bde2623.jpg,There are several dogs in the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2257294002_0073263c54.jpg,Three kids dance while a man of a ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/578274277_652cae32ba.jpg,A child with a toy in its mouth is playing with a toy guitar .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3029928396_99ac250788.jpg,A group of boys playing with a football near a mountain patch .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2789937754_5d1fa62e95.jpg,A group of people stand in front of a large flag with a person in black .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1312227131_771b5ed201.jpg,A woman is walking a dog over a snowy track .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/241346260_f50d57b517.jpg,An American footballer of a football player overlooks the player in white to the ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2488795251_c108c77b13.jpg,The lady is holding a yellow and yellow ribbon .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3216901052_269ace7b3c.jpg,Boy in a blue jacket and brown jacket playing in the snow outside .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2419797375_553f867472.jpg,A smiling lady holds a lot to the camera .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1418503947_953d373632.jpg,Two men are standing and sitting together .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/121971540_0a986ee176.jpg,a bird lands in the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/272283076_2d4aa1d5cf.jpg,A man in red is rock climbing .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3567604049_da9e1be4ba.jpg,A blonde and a small boy in a blue top and a large blue sky posing in front of a large body of water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2638981862_6b23833f37.jpg,Two boys play with a red ball with a red ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/241346794_4319f8af67.jpg,An American footballer in a red outfit and blue helmet is attacking the player who has the ball the ball in her arms .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2640153227_57cf1a3d92.jpg,A girl and a toddler are eating cookies .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3329777647_5e1fd503ac.jpg,Two dogs playing with a red ball in a field of trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2381583688_a6dd0a7279.jpg,An old man holds a bun to his right .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2252635585_b48b3485b0.jpg,The dog is running through the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2279980395_989d48ae72.jpg,a young baby is licking his left with his eyes closed
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/873633312_a756d8b381.jpg,A girl wearing blue and blue is kicking a soccer ball in a grassy field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3412036192_d8cd12ed3f.jpg,A dog is running in a park with a toy in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/160541986_d5be2ab4c1.jpg,A girl in a white bathing suit poses for a picture with a crowd in her hand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2892395757_0a1b0eedd2.jpg,A person is riding a bike at a racing event .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/846085364_fc9d23df46.jpg,Boy plays in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2934837034_a8ca5b1f50.jpg,"Two girls with green shirts , one with a blue shirt with a blue shirt , glasses , and sunglasses ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/250406927_a5028a31d4.jpg,A dog with a Frisbee in its mouth sitting by a man in a grassy area .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2281075738_230892b241.jpg,Black dog with mouth open running on brown grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/418616992_22090c6195.jpg,Two white dogs play in the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1557451043_f5c91ff6f4.jpg,A girl in a red polka dot bikini is standing next to a rocky beach on a beach or lake .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/300500054_56653bf217.jpg,A soccer player is sliding to a young child to run past the goal .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/369360998_ba56fb436f.jpg,"A male mountain climber is laying on a mountain , holding a paddle ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3352531708_a65dd694b1.jpg,A girl and a girl ride a camel near a group of people .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3509611207_7645b1d28d.jpg,Six women in a street stand outside of a stone building .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3726130458_07df79e969.jpg,A softball player swinging a bat as a player blows a ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/428485639_a82635d6ee.jpg,A girl straddles a two wheeled in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/242558556_12f4d1cabc.jpg,A woman is smiling and smiling .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2058472558_7dd5014abd.jpg,The yuong girl is running through the sand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2689163361_4939875be5.jpg,A girl in a pink and blue rope is playing with rope in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3422219732_3d0be52cc3.jpg,A skier is descending the high waves while a mountain flies up .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2873431806_86a56cdae8.jpg,A little girl in a blue polka dot wetsuit is walking on a path .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/289616152_012a9f16c6.jpg,A man is rollerblading and playing on a metal rail in a playground .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2545363449_1985903f82.jpg,Two little girls stand in front of a red wheelbarrow and a yellow curtain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3348191949_b0b925e5f1.jpg,An attractive winner is smiling .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2823075967_be4c350e9e.jpg,Two dogs in a field stare at the camera .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3569126684_a68b29a57f.jpg,A dog races in the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3437315443_ba2263f92e.jpg,A little boy is smiling holding a toy on while a boy in a green sweater looks on her left .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3183777589_460a4f445b.jpg,Two dogs with their dogs in a dog play with a red ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/399246804_b4b5dc70e1.jpg,Two dogs attempt to bite each other while wearing red .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3392293702_ccb0599857.jpg,a dog wearing a red coat running through the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2853811730_fbb8ab0878.jpg,A band is playing in a field with a crowd .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/95151149_5ca6747df6.jpg,A pair of climbers rest on a summit that overlooks another mountain range .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/537359971_6e28f5e66e.jpg,A group of asian women with purses and walks together .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1280147517_98767ca3b3.jpg,The bird is descending the tree .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2892467862_52a3c67418.jpg,A boy plays in a sprinkler .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1303727066_23d0f6ed43.jpg,A bunch of girls in a crowd .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2322593776_e6aaf69e80.jpg,a man in a blue snow cap and blue pants holding a blue hula face .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3126225245_96cd2c053f.jpg,a little boy with a bright yellow ribbon is walking through a parade
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/512634877_d7ad8c8329.jpg,Two dogs running in a field of dry grass
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/255091930_aa2b5c0eb9.jpg,"A man is wearing a red sweatshirt that are "" part of a red flowered tent ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3371567346_b6522efdb8.jpg,A man and a woman stand and smile for a picture
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/437527058_189f2a7eef.jpg,A pair of people in heavy winter jackets rides through the snow on a snowmobile .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2504277798_936a09c74d.jpg,The woman is wearing a blue shirt and holding a front tooth to the right .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/111537217_082a4ba060.jpg,A person in red pants is climbing a cliff
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/516394876_8b9b8021bc.jpg,The woman has a red bandanna and a red hat and holding a lot of people in the trunk of the woman .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2877159456_ea4a46b0d2.jpg,Three people in white shirts stand by a rail at a street .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/539493431_744eb1abaa.jpg,A man and a woman stand before a field involving a crowd in the background .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1167662968_e466f1e80a.jpg,A young couple wears an american beard .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2934573544_7ffe92a2c9.jpg,A shaggy dog is running in a field of green grass and looks at the camera .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1425069590_570cc7c2d8.jpg,"A toddler in blue jeans , jeans , and blue jeans , stands on a playground playground equipment ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/503090187_8758ab5680.jpg,A woman is standing by a grip stand with a view of the woods and people .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2970183443_accd597e0a.jpg,A Jack Russel terrier is jumping up to catch a ball in a grassy field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3713177334_32f3245fd8.jpg,a young girl is riding a unicycle through a large group of people dressed up water in a parade .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3600909823_ce72c26e66.jpg,A skateboarder leaps in the air to catch a water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2951750234_a4741f708b.jpg,A show jumper wearing a black jacket is jumping over a small partition on a horse .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2061397486_53a61e17c5.jpg,A black dog and a dog in a grassy field
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2934325103_e9b8d7430f.jpg,A mountain biker is riding through a hill jump .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3562169000_6aa7f1043d.jpg,a small blue race car is driving in a race leaving the track
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3164328039_2c56acf594.jpg,Two white dogs are running after a ball in the dry grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1308617539_54e1a3dfbe.jpg,A kid in blue shorts runs on a beach waiting into the ocean
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/273248777_eaf0288ab3.jpg,"An American footballer in a red outfit is attacking the player in white who is running with the ball , whilst other players is standing on the opposing carpet the other looks looks on the the other opposite wheel"
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3439414478_8038ba9409.jpg,Dog and white dog with brown and white collar jumping to catch a ball
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2194806429_ca4c3770c1.jpg,The two people are riding bicycles in a race .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2438085746_588dce8724.jpg,A black and white dog jumps to catch a Frisbee in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3223809913_ae15d14d9a.jpg,A skateboarder is doing a jump while holding a rope .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3543600125_223747ef4c.jpg,A woman wearing glasses looks at a man in a blue shirt making a face while sitting next to a table that is surrounded by trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2832033116_1677ea1e2e.jpg,A person is in a ring .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3589368949_0866846949.jpg,People ride the merchandise with a child holding a child in an open area .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/408573233_1fff966798.jpg,A black and brown dog with a red toy in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/562588230_edb2c071c8.jpg,A little boy is playing in a kiddie pool .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2929669711_b2d5a640f0.jpg,A surfer is wakeboarding as he jumps in the air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2857473929_4f52662c30.jpg,A man in red walks with a lot of paper on the street .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3286017638_c688c83e3d.jpg,One soccer player is laying past the opposing and black soccer ball in a soccer game .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3541915243_956c1aa8ef.jpg,A boy with a white shirt and blue shirt has the hands of the other man in white .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2618866067_07cbc83dc5.jpg,a dog play with his legs .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2552949275_b8cdc450cc.jpg,A big dog is running on the beach with his mouth open .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3503011427_a4ee547c77.jpg,A small group of people is rolling by a small sign on the street .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3098824948_23c31df031.jpg,A bride and groom walk on a path in a park
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1252787177_4b08625897.jpg,A little girl is kicking a stuffed out of the human sky .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2870426310_4d59795032.jpg,Young boys are walking on the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3417143124_6feb8290cc.jpg,a white dog is running past a white dog that is wearing a blue collar .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/837893113_81854e94e3.jpg,A child is playing cricket in a backyard .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3343106500_27176fc544.jpg,The SMU basketball player drives to the basket .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/330325191_63e11d9c93.jpg,A male hiker is on a snow field and holding a small dog in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/458735196_176e7df6b3.jpg,A dog carries a picture and looking at the feet of the frozen trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2303016989_0deb96c8d9.jpg,A white dog is catching a Frisbee in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3009018821_ba47396e24.jpg,A woman playing in a swimming pool while others watch .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2335634931_7e9e8c2959.jpg,The dog is in the field with a stick in its mouth .
